tipo,usina,tipo_de_leilao,leilao,pot_MW,garantia_fisica_MW_medio,lotes_vendidos,preco_por_MW,localizacao,fonte,mod,invest_previsto,empresa_consorcio 
EOL,EOL Verace 24,A-3,Leilão 9/2013,"22,00","9,2","6,5","123,90",RS,Vento,PIE,"105.742.050,00","Consórcio Verace 24: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)"
EOL,EOL Verace 25,A-3,Leilão 9/2013,"8,00","3,3","2,4","123,90",RS,Vento,PIE,"38.451.650,00","Consórcio Verace 25: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)"
EOL,EOL Verace 26,A-3,Leilão 9/2013,"16,00",7,"4,9","123,90",RS,Vento,PIE,"76.903.310,00","Consórcio Verace 26: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)"
EOL,EOL Verace 27,A-3,Leilão 9/2013,"18,00","7,9","5,6","123,90",RS,Vento,PIE,"86.516.240,00","Consórcio Verace 27: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)"
EOL,EOL Verace 28,A-3,Leilão 9/2013,"14,00","5,9","4,2","123,90",RS,Vento,PIE,"67.290.400,00","Consórcio Verace 28: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)"
EOL,EOL Verace 29,A-3,Leilão 9/2013,"20,00","8,3","5,9","123,90",RS,Vento,PIE,"96.129.150,00","Consórcio Verace 29: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)"
EOL,EOL Verace 30,A-3,Leilão 9/2013,"20,00","8,2","5,8","123,90",RS,Vento,PIE,"96.129.150,00","Consórcio Verace 30: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)"
EOL,EOL Verace 31,A-3,Leilão 9/2013,"10,00","4,2",3,"123,90",RS,Vento,PIE,"48.064.560,00","Consórcio Verace 31: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)"
EOL,EOL Verace 34,A-3,Leilão 9/2013,"16,00","6,7","4,7","123,90",RS,Vento,PIE,"76.903.310,00","Consórcio Verace 34: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)"
EOL,EOL Verace 35,A-3,Leilão 9/2013,"14,00","5,8","4,1","123,90",RS,Vento,PIE,"67.290.400,00","Consórcio Verace 35: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)"
EOL,EOL Verace 36,A-3,Leilão 9/2013,"24,00","9,7","6,8","123,90",RS,Vento,PIE,"115.354.960,00","Consórcio Verace 36: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)"
PCH,PCH Água Limpa,A-5,Leilão 10/2013,"23,00","11,44",6,"138,00",MG,Rio Piracicaba,PIE,"142.410.110,00",Alupar Investimento S.A.
PCH,PCH Ado Popinhak,A-5,Leilão 10/2013,"19,30","10,44","10,4","135,90",SC,Rio Canoas,PIE,"99.698.680,00",Companhia Energética Canoas
PCH,PCH Linha Aparecida,A-5,Leilão 10/2013,"24,92","13,78","11,7","136,98",RS,Rio da Várzea,PIE,"134.476.550,00",COOGERVA Linha Aparecida Energia S.A.
PCH,PCH Linha Jacinto,A-5,Leilão 10/2013,"17,41","9,87","9,3","137,98",RS,Rio da Várzea,PIE,"101.616.060,00",COOGERVA Linha Jacinto Energia S.A.
PCH,PCH Fazenda Velha,A-5,Leilão 10/2013,"16,50","8,9","6,7","131,95",GO,Rio Ariranha,PIE,"68.541.970,00",Energética Fazenda Velha S.A.
PCH,PCH Garça Branca,A-5,Leilão 10/2013,"6,50","3,4","3,2","137,86",SC,Rio das Antas,PIE,"37.382.820,00",Garça Branca Energética Ltda.
PCH,PCH Jardim,A-5,Leilão 10/2013,"9,00","4,46","1,1","139,00",RS,Rio Turvo,PIE,"35.437.000,00",Hidrelétrica Jardim Ltda.
PCH,PCH Morro Grande,A-5,Leilão 10/2013,"9,80","4,38","1,1","139,00",RS,Rio Ituim,PIE,"27.096.000,00",Hidrelétrica Morro Grande Ltda.
PCH,PCH Nova Mutum,A-5,Leilão 10/2013,"14,00","6,12","1,2","139,00",MT,Rio dos Patos,PIE,"68.460.000,00",Agroenergética Mato Grosso Ltda.
PCH,PCH Serra das Agulhas,A-5,Leilão 10/2013,"28,00","11,7","11,7","134,90",MG,Rio Pardo Pequeno,PIE,"125.667.440,00",Sigma Energia S.A.
PCH,PCH Pito,A-5,Leilão 10/2013,"4,00","2,3","2,3","134,90",SC,Rio Lajeado Passo Grande,PIE,"23.871.000,00",Pinhal Geradora de Energia S.A.
PCH,PCH Quartel I,A-5,Leilão 10/2013,"30,00",14,"13,9","139,20",MG,Rio Paraúna,PIE,"143.734.680,00",Quartel Um Energética S.A.
PCH,PCH Quartel II,A-5,Leilão 10/2013,"30,00","14,2","14,1","139,20",MG,Rio Paraúna,PIE,"147.755.020,00",Quartel Dois Energética S.A.
PCH,PCH Quartel III,A-5,Leilão 10/2013,"30,00","14,1",14,"139,20",MG,Rio Paraúna,PIE,"120.321.420,00",Quartel Três Energética S.A.
PCH,PCH Renic,A-5,Leilão 10/2013,"16,00","6,55","2,5","136,90",GO,Rio Bonito,PIE,"23.411.500,00",Carnaúba Geração de Energia S.A.
PCH,PCH Tamboril,A-5,Leilão 10/2013,"29,33","12,91",7,"136,90",GO,Rio Bonito,PIE,"21.856.700,00",Tamboril Energética S.A.
UHE,UHE São Manoel,A-5,Leilão 10/2013,"700,00","421,7","409,5","83,49",PA,Rio Teles Pires,PIE,"2.292.951.980,00","Consórcio Terra Nova:
EDP Energias do Brasil S.A (66,667 % - Líder) e Furnas Centrais Elétricas S.A. (33,333 %)"
UTE,UTE ERB Candeias,A-5,Leilão 10/2013,"16,79","14,9","14,9","135,49",BA,Cavaco de Madeira,PIE,"38.400.000,00",ERB Aratinga S.A.
UTE,UTE Santa Cândida II,A-5,Leilão 10/2013,"55,00","23,1","22,8","133,02",SP,Bagaço de Cana,PIE,"218.840.730,00","Consórcio USC II:  
Energisa S.A. (99,99 % - Líder)
Energisa Bioeletricidade Santa Cândida II S.A. (0,01 %)"
UTE,UTE Santo Ângelo,A-5,Leilão 10/2013,"30,00","13,9","10,5","135,45",MG,Bagaço de Cana,PIE,"55.000.000,00",USA - Usina Santo Ângelo Ltda.
UTE,UTE Vista Alegre II,A-5,Leilão 10/2013,"30,00","20,4","20,4","133,00",MS,Bagaço de Cana,PIE,"94.554.240,00","Consórcio UVA II: 
Energisa S.A. (99,99 % - Líder)
Energisa Bioeletricidade Vista Alegre II S.A. (0,01 %)"
UTE,UTE Vista Alegre I,A-5,Leilão 10/2013,"30,00","22,2","15,6","133,01",MS,Bagaço de Cana,PIE,"94.554.240,00",Energisa Bioeletricidade Vista Alegre I S.A.
EOL,EOL Arara Azul,A-5,Leilão 10/2013,"27,50","10,7","9,8","121,30",RN,Vento,PIE,"95.427.000,00","Consórcio Arara Azul: 
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (7 %)
Ventos Tecnologia Elétrica Ltda. (2,99 %)
Central Eólica Arara Azul Ltda. (0,01 %)"
EOL,EOL Bentevi,A-5,Leilão 10/2013,"15,00","5,7","5,2","121,30",RN,Vento,PIE,"53.630.000,00","Consórcio Bentevi:
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (7 %)
Ventos Tecnologia Elétrica Ltda. (2,99 %)
Central Eólica Bentevi Ltda. (0,01 %) "
EOL,EOL Ouro Verde I,A-5,Leilão 10/2013,"27,50","10,7","9,8","121,30",RN,Vento,PIE,"95.427.000,00","Consórcio Ouro Verde I:
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (7 %)
Ventos Tecnologia Elétrica Ltda. (2,99 %)
Central Eólica Ouro Verde I Ltda. (0,01 %)"
EOL,EOL Ouro Verde II,A-5,Leilão 10/2013,"30,00","11,2","10,4","121,30",RN,Vento,PIE,"103.932.000,00","Consórcio Ouro Verde II:
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (7 %)
Ventos Tecnologia Elétrica Ltda. (2,99 %)
Central Eólica Ouro Verde II Ltda. (0,01 %)"
EOL,EOL Ouro Verde III,A-5,Leilão 10/2013,"25,00","9,4","8,6","121,30",RN,Vento,PIE,"86.922.000,00","Consórcio Ouro Verde III:
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (7 %)
Ventos Tecnologia Elétrica Ltda. (2,99 %)
Central Eólica Ouro Verde III Ltda. (0,01 %)"
EOL,EOL Aura Mangueira IV,A-5,Leilão 10/2013,"22,00","9,7","9,7","119,48",RS,Vento,PIE,"81.290.000,00",Atlantic Energias Renováveis S.A.
EOL,EOL Aura Mangueira VI,A-5,Leilão 10/2013,"28,00","12,3","12,3","119,48",RS,Vento,PIE,"103.460.000,00",Atlantic Energias Renováveis S.A.
EOL,EOL Aura Mangueira XI,A-5,Leilão 10/2013,"10,00","4,3","4,3","119,48",RS,Vento,PIE,"36.950.000,00",Atlantic Energias Renováveis S.A.
EOL,EOL Aura Mangueira XII,A-5,Leilão 10/2013,"16,00","6,9","6,9","119,48",RS,Vento,PIE,"59.120.000,00",Atlantic Energias Renováveis S.A.
EOL,EOL Aura Mangueira XIII,A-5,Leilão 10/2013,"14,00",6,6,"119,49",RS,Vento,PIE,"51.730.000,00",Atlantic Energias Renováveis S.A.
EOL,EOL Aura Mangueira XV,A-5,Leilão 10/2013,"18,00","7,9","7,9","119,48",RS,Vento,PIE,"66.510.000,00",Atlantic Energias Renováveis S.A.
EOL,EOL Aura Mangueira XVII,A-5,Leilão 10/2013,"14,00","5,8","5,8","119,48",RS,Vento,PIE,"51.730.000,00",Atlantic Energias Renováveis S.A.
EOL,EOL Aura Mirim IV,A-5,Leilão 10/2013,"14,00",6,6,"119,50",RS,Vento,PIE,"51.730.000,00",Atlantic Energias Renováveis S.A.
EOL,EOL Aura Mirim VI,A-5,Leilão 10/2013,"8,00","3,4","3,4","119,48",RS,Vento,PIE,"29.560.000,00",Atlantic Energias Renováveis S.A.
EOL,EOL Aura Mirim VIII,A-5,Leilão 10/2013,"8,00","3,3","3,3","119,48",RS,Vento,PIE,"29.560.000,00",Atlantic Energias Renováveis S.A.
EOL,EOL Banda de Couro,A-5,Leilão 10/2013,"29,70","12,9","12,5","121,80",BA,Vento,PIE,"103.950.000,00","Consórcio Banda de Couro: 
Brennand Energia Eólica S.A. (0,1 % - Líder)
Brennand Energia S.A. (50,9 %)
Companhia Hidro Elétrica do São Francisco – CHESF (49 %)"
EOL,EOL Baraúnas II,A-5,Leilão 10/2013,"21,60","7,8","7,8","119,99",BA,Vento,PIE,"75.600.000,00","Consórcio Baraúnas II:
Brennand Energia Eólica S.A. (0,1 % - Líder)
Brennand Energia S.A. (50,9 %)
Companhia Hidro Elétrica do São Francisco – CHESF (49 %)"
EOL,EOL Bons Ventos Cacimbas 2,A-5,Leilão 10/2013,"25,20","9,8","9,3","121,58",CE,Vento,PIE,"0,00","Consórcio Bons Ventos Cacimbas:
Servtec Investimentos e Participações Ltda. (99,98 % - Líder)
Geradora Brasileira de Energia S.A. (0,01 %)
Servtec RM Participações S.A. (0,01 %)"
EOL,EOL Bons Ventos Cacimbas 3,A-5,Leilão 10/2013,"14,70",6,6,"121,58",CE,Vento,PIE,"61.708.520,00","Consórcio Bons Ventos Cacimbas:
Servtec Investimentos e Participações Ltda. (99,98 % - Líder)
Geradora Brasileira de Energia S.A. (0,01 %)
Servtec RM Participações S.A. (0,01 %)"
EOL,EOL Bons Ventos Cacimbas 4,A-5,Leilão 10/2013,"10,50","4,3","4,3","121,58",CE,Vento,PIE,"44.079.790,00","Consórcio Bons Ventos Cacimbas:
Servtec Investimentos e Participações Ltda. (99,98 % - Líder)
Geradora Brasileira de Energia S.A. (0,01 %)
Servtec RM Participações S.A. (0,01 %)"
EOL,EOL Bons Ventos Cacimbas 5,A-5,Leilão 10/2013,"23,10","9,6","9,2","121,58",CE,Vento,PIE,"96.971.900,00","Consórcio Bons Ventos Cacimbas:
Servtec Investimentos e Participações Ltda. (99,98 % - Líder)
Geradora Brasileira de Energia S.A. (0,01 %)
Servtec RM Participações S.A. (0,01 %)"
EOL,EOL Bons Ventos Cacimbas 7,A-5,Leilão 10/2013,"16,80","6,5","6,5","121,58",CE,Vento,PIE,"70.525.000,00","Consórcio Bons Ventos Cacimbas:
Servtec Investimentos e Participações Ltda. (99,98 % - Líder)
Geradora Brasileira de Energia S.A. (0,01 %)
Servtec RM Participações S.A. (0,01 %)"
EOL,EOL Itaguaçu da Bahia,A-5,Leilão 10/2013,"28,00",14,"12,1","120,02",BA,Vento,PIE,"96.077.000,00","Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)"
EOL,EOL Ventos de Santa Luiza,A-5,Leilão 10/2013,"28,00","14,2","12,2","120,01",BA,Vento,PIE,"96.077.000,00","Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)"
EOL,EOL Ventos de Santa Madalena,A-5,Leilão 10/2013,"28,00","14,7","12,7","120,01",BA,Vento,PIE,"96.077.000,00","Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)"
EOL,EOL Ventos de Santa Marcella,A-5,Leilão 10/2013,"28,00","13,6","11,7","120,02",BA,Vento,PIE,"96.077.000,00","Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)"
EOL,EOL Ventos de Santa Vera,A-5,Leilão 10/2013,"28,00","15,2","13,1","120,02",BA,Vento,PIE,"96.077.000,00","Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)"
EOL,EOL Ventos de Santo Antonio,A-5,Leilão 10/2013,"28,00","16,1","13,9","120,01",BA,Vento,PIE,"96.077.000,00","Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)"
EOL,EOL Ventos de São Bento,A-5,Leilão 10/2013,"28,00","14,4","12,4","120,01",BA,Vento,PIE,"96.077.000,00","Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)"
EOL,EOL Ventos de São Cirilo,A-5,Leilão 10/2013,"28,00","14,7","12,7","120,02",BA,Vento,PIE,"96.077.000,00","Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)"
EOL,EOL Ventos de São João,A-5,Leilão 10/2013,"28,00",15,"12,9","120,01",BA,Vento,PIE,"96.077.000,00","Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)"
EOL,EOL Ventos de São Rafael,A-5,Leilão 10/2013,"28,00","13,8","11,9","120,02",BA,Vento,PIE,"96.077.000,00","Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)"
EOL,EOL Assuruá I,A-5,Leilão 10/2013,"30,00","11,5","11,5","118,80",BA,Vento,PIE,"141.870.000,00",Centrais Eólicas Assuruá S.A.
EOL,EOL Assuruá VI,A-5,Leilão 10/2013,"30,00","13,8","13,8","118,76",BA,Vento,PIE,"141.870.000,00",Centrais Eólicas Assuruá S.A.
EOL,EOL Capoeiras I,A-5,Leilão 10/2013,"26,00","11,5","11,5","118,80",BA,Vento,PIE,"123.628.000,00",Centrais Eólicas Assuruá S.A
EOL,EOL Capoeiras II,A-5,Leilão 10/2013,"30,00","13,9","13,9","118,76",BA,Vento,PIE,"141.870.000,00",Centrais Eólicas Assuruá S.A.
EOL,EOL Curral de Pedras III,A-5,Leilão 10/2013,"30,00","13,2","13,2","118,78",BA,Vento,PIE,"141.870.000,00",Centrais Eólicas Assuruá S.A.
EOL,EOL Curral de Pedras IV,A-5,Leilão 10/2013,"20,00","8,9","8,9","118,78",BA,Vento,PIE,"96.270.000,00",Centrais Eólicas Assuruá S.A.
EOL,EOL Aroeira,A-5,Leilão 10/2013,"30,00","11,3","11,3","108,90",RN,Vento,PIE,"104.506.950,00",Central Eólica Aventura S.A.
EOL,EOL Jericó,A-5,Leilão 10/2013,"30,00","11,9","11,4","108,90",RN,Vento,PIE,"104.506.950,00",Central Eólica Aventura S.A.
EOL,EOL Umbuzeiros,A-5,Leilão 10/2013,"30,00","12,4","11,6","108,90",RN,Vento,PIE,"104.506.950,00",Central Eólica Aventura S.A.
EOL,EOL Casa Nova II,A-5,Leilão 10/2013,"28,00","7,1","7,1","118,95",BA,Vento,PIE,"125.872.750,00",Companhia Hidro Elétrica do São Francisco - CHESF
EOL,EOL Casa Nova III,A-5,Leilão 10/2013,"24,00","5,5","5,5","118,95",BA,Vento,PIE,"125.872.750,00",Companhia Hidro Elétrica do São Francisco - CHESF
EOL,EOL Pedra Cheirosa,A-5,Leilão 10/2013,"26,00","13,6","13,6","117,40",CE,Vento,PIE,"103.370.000,00","Consórcio CPFL Renováveis Pedra Cheirosa I: 
CPFL Energias Renováveis S.A. (99,99 % - Líder)
Pedra Cheirosa I Energia Ltda. (0,01 %)"
EOL,EOL Pedra Cheirosa II,A-5,Leilão 10/2013,"24,00","12,5","12,5","117,39",CE,Vento,PIE,"95.418.000,00","Consórcio CPFL Renováveis Pedra Cheirosa II:  
CPFL Energias Renováveis S.A. (99,99 % - Líder)
Pedra Cheirosa II Energia Ltda. (0,01 %)"
EOL,EOL Umburanas 1,A-5,Leilão 10/2013,"27,00","14,5","14,1","117,77",BA,Vento,PIE,"98.244.980,00","Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
EOL,EOL Umburanas 10,A-5,Leilão 10/2013,"21,00","10,7","10,4","117,77",BA,Vento,PIE,"82.966.570,00","Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
EOL,EOL Umburanas 11,A-5,Leilão 10/2013,"15,00","7,4","7,2","117,77",BA,Vento,PIE,"67.409.910,00","Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
EOL,EOL Umburanas 12,A-5,Leilão 10/2013,"22,80",12,"11,7","117,77",BA,Vento,PIE,"92.610.910,00","Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
EOL,EOL Umburanas  13,A-5,Leilão 10/2013,"18,90","10,3",10,"117,77",BA,Vento,PIE,"81.843.380,00","Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
EOL,EOL Umburanas 14,A-5,Leilão 10/2013,"24,90","12,2","11,9","119,75",BA,Vento,PIE,"108.050.960,00","Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
EOL,EOL Umburanas 15,A-5,Leilão 10/2013,"18,90","9,6","9,4","119,75",BA,Vento,PIE,"81.086.370,00","Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
EOL,EOL Umburanas 16,A-5,Leilão 10/2013,"27,00","14,1","12,7","119,75",BA,Vento,PIE,"97.625.710,00","Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
EOL,EOL Umburanas 18,A-5,Leilão 10/2013,"8,10","4,4","4,2","119,75",BA,Vento,PIE,"35.806.790,00","Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
EOL,EOL Umburanas 2,A-5,Leilão 10/2013,"27,00","14,3","13,9","117,77",BA,Vento,PIE,"99.773.540,00","Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
EOL,EOL Umburanas  3,A-5,Leilão 10/2013,"18,90","10,1","9,8","118,76",BA,Vento,PIE,"83.589.900,00","Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
EOL,EOL Umburanas 4,A-5,Leilão 10/2013,"18,90","9,9","9,7","119,75",BA,Vento,PIE,"82.620.790,00","Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
EOL,EOL Umburanas 5,A-5,Leilão 10/2013,"18,90","9,5","9,3","119,75",BA,Vento,PIE,"81.692.060,00","Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
EOL,EOL Umburanas 6,A-5,Leilão 10/2013,"21,60","11,6","11,3","118,76",BA,Vento,PIE,"71.979.410,00","Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
EOL,EOL Umburanas 7,A-5,Leilão 10/2013,"24,30","11,7","11,3","119,75",BA,Vento,PIE,"28.763.780,00","Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
EOL,EOL Umburanas 8,A-5,Leilão 10/2013,"24,30","12,8","12,5","117,77",BA,Vento,PIE,"28.168.660,00","Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
EOL,EOL Umburanas 9,A-5,Leilão 10/2013,"18,00","8,8","8,6","119,75",BA,Vento,PIE,"72.059.450,00","Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
EOL,EOL Aventura I,A-5,Leilão 10/2013,"26,00","10,5","10,5","108,90",RN,Vento,PIE,"101.825.950,00",EDP Renováveis Brasil S.A.
EOL,EOL Cabeço Vermelho,A-5,Leilão 10/2013,"30,00",15,"13,6","119,72",RN,Vento,PIE,"117.913.000,00","Consórcio Gestamp Eólica:
Gestamp Eólica Brasil S.A. (0,0001 % - Líder)
Gestamp Eólica S.L. (99,9999 %)"
EOL,EOL Cabeço Vermelho II,A-5,Leilão 10/2013,"20,00",9,9,"120,72",RN,Vento,PIE,"78.234.000,00","Consórcio Gestamp Eólica:  
Gestamp Eólica Brasil S.A. (0,0001 % - Líder)
Gestamp Eólica S.L. (99,9999 %)"
EOL,EOL Tamanduá Mirim 2,A-5,Leilão 10/2013,"24,00",8,"7,2","119,70",BA,Vento,PIE,"45.898.450,00","Consórcio Expansão Guirapá: 
Sequoia Capital Ltda. (51 % - Líder)
Companhia Hidro Elétrica do São Francisco – CHESF (49 %)"
EOL,EOL Catanduba I,A-5,Leilão 10/2013,"30,00","13,3","13,3","121,80",RN,Vento,PIE,"78.865.710,00",Nesa - Novas Energias Ltda.
EOL,EOL Catanduba II,A-5,Leilão 10/2013,"30,00","12,1","12,1","121,80",RN,Vento,PIE,"78.874.000,00",Nesa - Novas Energias Ltda.
EOL,EOL Porto do Delta,A-5,Leilão 10/2013,"30,00","12,7","12,7","117,46",PI,Vento,PIE,"106.417.070,00",Eólica Porto das Barcas S.A.
EOL,EOL Testa Branca I,A-5,Leilão 10/2013,"30,00","14,8",11,"117,50",PI,Vento,PIE,"106.417.070,00","Consórcio Testa Branca: 
Zeta Energia S.A. (0,01 % - Líder)
Potami Energia S.A. (99,99 %)"
EOL,EOL Santa Rosa,A-5,Leilão 10/2013,"20,00","8,4","7,4","121,10",CE,Vento,PIE,"76.682.000,00","Consórcio Santa Rosa:
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (7 %)
Ventos Tecnologia Elétrica Ltda. (2,99 %)
Central Eólica Santa Rosa Ltda. (0,01 %)"
EOL,EOL Uirapuru,A-5,Leilão 10/2013,"28,00","12,6","11,2","121,10",CE,Vento,PIE,"104.204.000,00","Consórcio Uirapuru:
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (7 %)
Ventos Tecnologia Elétrica Ltda. (2,99 %)
Central Eólica Uirapuru Ltda. (0,01 %)"
EOL,EOL Ventos de Angelim,A-5,Leilão 10/2013,"24,00","10,3","9,1","121,10",CE,Vento,PIE,"88.727.000,00","Consórcio Ventos do Angelim: 
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (7 %)
Ventos Tecnologia Elétrica Ltda. (2,99 %)
Central Eólica Angelim Ltda. (0,01 %)"
EOL,EOL Ventos de Santo Augusto I,A-5,Leilão 10/2013,"16,00","8,2","8,2","120,47",PI,Vento,PIE,"54.890.000,00","Consórcio Casa dos Ventos / Santo Augusto:
Ventos de Santo Augusto Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)"
EOL,EOL Ventos de Santo Augusto II,A-5,Leilão 10/2013,"30,00","15,7","13,3","120,48",PI,Vento,PIE,"102.940.000,00","Consórcio Casa dos Ventos / Santo Augusto:
Ventos de Santo Augusto Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)"
EOL,EOL Ventos de Santo Augusto VI,A-5,Leilão 10/2013,"30,00","16,4","14,9","120,47",PI,Vento,PIE,"102.940.000,00","Consórcio Casa dos Ventos / Santo Augusto:
Ventos de Santo Augusto Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)"
EOL,EOL Ventos de Santo Augusto VII,A-5,Leilão 10/2013,"16,00","8,4","8,2","120,48",PI,Vento,PIE,"54.890.000,00","Consórcio Casa dos Ventos / Santo Augusto:
Ventos de Santo Augusto Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)"
EOL,EOL Ventos de Santo Augusto VIII,A-5,Leilão 10/2013,"16,00","8,8","8,8","120,47",PI,Vento,PIE,"54.890.000,00","Consórcio Casa dos Ventos / Santo Augusto:
Ventos de Santo Augusto Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)"
EOL,EOL Ventos de Santo Estevão I,A-5,Leilão 10/2013,"30,00","16,5","11,6","120,48",PE,Vento,PIE,"102.940.000,00","Consórcio Casa dos Ventos / Santo Estevão:
Ventos de Santo Estevão Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)"
