tipo,usina,tipo_de_leilao,leilao,pot_MW,garantia_fisica_MW_medio,lotes_vendidos,preco_por_MW,localizacao,fonte,mod,invest_previsto,empresa_consorcio 
UFV,UFV Juazeiro Solar I,LER,Leilão 9/2015,"29,835","8,700",87,"301,02",BA,Sol,PIE,"122.224.000,00","Consórcio Sunedison:
Sunedison Brasil Energia Ltda. – Líder 0,1%
Sune Solar B.V. 99,9%"
UFV,UFV Juazeiro Solar II,LER,Leilão 9/2015,"29,835","8,700",87,"301,02",BA,Sol,PIE,"122.224.000,00","Consórcio Sunedison:
Sunedison Brasil Energia Ltda. – Líder 0,1%
Sune Solar B.V. 99,9%"
UFV,UFV Juazeiro Solar  III,LER,Leilão 9/2015,"29,835","8,700",87,"301,02",BA,Sol,PIE,"122.224.000,00","Consórcio Sunedison:
Sunedison Brasil Energia Ltda. – Líder 0,1%
Sune Solar B.V. 99,9%"
UFV,UFV Juazeiro Solar  IV,LER,Leilão 9/2015,"29,835","8,700",87,"301,02",BA,Sol,PIE,"122.224.000,00","Consórcio Sunedison:
Sunedison Brasil Energia Ltda. – Líder 0,1%
Sune Solar B.V. 99,9%"
UFV,UFV Fazenda Esmeralda,LER,Leilão 9/2015,"30,000","6,200",62,"294,00",PE,Sol,PIE,"153.719.890,00",Energybras Energias Renováveis Ltda.
UFV,UFV BJL 4,LER,Leilão 9/2016,"20,000","5,000",50,"300,15",BA,Sol,PIE,"79.481.000,00","Consórcio Vila Renovável:
Vila Energia Renovável S/S Ltda. – Líder 0,01%
Quatro Participações Ltda. 99,99%"
PCH,PCH Usina Barra do Leao ,A-5,Leilão 1/2016,"3,570","1,940",19,"193,75",SC,Rio Leão,PIE,"21.885.000,00",Três Leões Participações S.A.
PCH,PCH Clairto Zonta,A-5,Leilão 1/2016,"14,923","7,640",75,"184,00",PR,Rio Branco,PIE,"84.796.700,00",Argentum Energia SPE Ltda.
PCH,PCH Cachoeira Cachimbo Alto,A-5,Leilão 1/2016,"9,810","6,020",59,"193,95",RO,Rio Branco,PIE,"67.458.370,00",Hidrelétrica Cachimbo Alto Ltda.
PCH,PCH Canhadao,A-5,Leilão 1/2016,"10,000","6,220",50,"195,00",PR,Rio  Covó,PIE,"41.130.000,00",Canhadão Produção de Energia Ltda
PCH,PCH Castro,A-5,Leilão 1/2016,"4,000","2,470",17,"195,00",PR,Rio Iapó,PIE,"19.220.000,00",Castro Energia Ltda - ME
PCH,PCH Cazuza Ferreira,A-5,Leilão 1/2016,"9,100","6,130",15,"189,15",RS,Rio Lajeado Grande,PIE,"39.635.100,00",Cazuza Ferreira Energética S.A.
PCH,PCH Capivari,A-5,Leilão 1/2016,"18,738","6,83",30,"189,98",SC,Rio Capivari,PIE,"51.742.320,00","Consórcio Cerbranorte-Urbano:  
Cerbranorte Geração S.A.– 50,0%
Urbano Agroindustrial Ltda. – 50%"
PCH,PCH Cabeça de Boi,A-5,Leilão 1/2016,"30,000","17,850",42,"147,85",MT,Rio Apiacás,PIE,"0,00",Enel Green Power Cabeça de Boi S.A.
PCH,PCH da Fazenda,A-5,Leilão 1/2016,"7,360","4,950",49,"184,90",MT,Rio Apiacás,PIE,"162.600.730,00",Enel Green Power Fazenda S.A.
UHE,UHE SANTA BRANCA,A-5,Leilão 1/2016,"62,000","35,100",341,"150,00",PR,Rio Tibagi,PIE,"399.578.400,00",Hidrelétrica Santa Branca S.A.
PCH,PCH São Joao II,A-5,Leilão 1/2016,"6,991","3,600",35,"184,00",PR,Rio São João,PIE,"46.155.640,00",Hidrelétrica São João II SPE Ltda.
PCH,PCH Nova Guapore,A-5,Leilão 1/2016,"13,964","9,390",90,"194,00",MT,Rio Guapore,PIE,"95.780.000,00",Nova Guaporé Energética S.A
PCH,PCH Agua Brava,A-5,Leilão 1/2016,"13,050","6,370",56,"194,00",MT,Rio Prata,PIE,"54.182.000,00",Usina Elétrica do Prata S.A.
PCH,PCH Agua Prata,A-5,Leilão 1/2016,"13,300","6,620",59,"194,00",MT,Rio Prata,PIE,"61.145.000,00",Usina Elétrica do Prata S.A.
PCH,PCH Recanto,A-5,Leilão 1/2016,"9,11","5,32",53,"192,88",MT,Rio Corrego Água Limpa,PIE,"39.499.480,00","Consórcio Recanto: 
Interalli Administração e Participações S.A. – 94,99%
Total Hidrelétrica Participações S.A. – 5,00%
Recanto Energia SPE Ltda. – 0,01%"
PCH,PCH Renic,A-5,Leilão 1/2016,"16,000","6,550",18,"164,73",GO,Rio Bonito,PIE,"0,00",Carnaúba Geração de Energia S.A.
PCH,PCH Salto Bandeirantes,A-5,Leilão 1/2016,"4,200","2,920",23,"194,00",PR,Rio Bandeirantes do Norte,PIE,"19.818.000,00",Santa Fé Energética Ltda. – ME 
PCH,PCH São Luiz,A-5,Leilão 1/2016,"10,500","4,320",43,"188,80",ES,Rio Guandu,PIE,"66.937.890,00",São Luiz Energia S.A.
PCH,PCH Serra das Agulhas,A-5,Leilão 1/2016,"30,000","12,870",11,"162,33",MG,Rio Pardo Pequeno,PIE,"0,00",Sigma Energia S.A.
PCH,PCH Tamboril,A-5,Leilão 1/2016,"29,328","12,910",53,"164,73",GO,Rio Bonito,PIE,"0,00",Tamboril Energética S.A.
PCH,PCH Tigre,A-5,Leilão 1/2016,"9,000","5,250",32,"195,00",PR,Rio Marrecas,PIE,"0,00",Tigre Produção de Energia Elétrica Ltda
UTE,UTE Biogas Bonfim,A-5,Leilão 1/2016,"20,893","13,700",110,"251,00",SP,Biogás,PIE,"129.893.000,00",Raízen Energia S.A.
UTE,UTE Onça Pintada,A-5,Leilão 1/2016,"50,000","43,100",381,"243,21",MS,Cavaco / Resíduo de Madeira,PIE,"292.400.000,00",Eldorado Brasil Celulose S.A.
UTE,UTE N O Bioenergia,A-5,Leilão 1/2016,"18,000","2,900",23,"181,25",SP,Bagaço de Cana,PIE,"22.414.660,00",J O bioenergia S.A.
UTE,UTE Porto das Àguas,A-5,Leilão 1/2016,"40,000","26,100",53,"203,25",GO,Bagaço de Cana,PIE,"0,00",Cerradinho Bioenergia S.A.
UTE,UTE Predilecta,A-5,Leilão 1/2016,"5,000","4,500",34,"199,00",SP,Cavaco / Resíduo de Madeira,PIE,"30.019.640,00",Predilecta Alimentos Ltda.
UTE,UTE Vale do Parana,A-5,Leilão 1/2016,"48,500","18,800",137,"245,20",SP,Bagaço de Cana,PIE,"97.540.000,00",Vale do Paraná S.A. Álcool e Açúcar
UTE,UTE WD,A-5,Leilão 1/2016,"16,000","7,700",77,"217,18",MG,Bagaço de Cana,PIE,"26.376.000,00",WD Agroindustrial Ltda.
UTE,UTE OESTE DE CANOAS 1,A-5,Leilão 1/2016,"5,540","3,400",33,"258,00",MA,Gás Natural,PIE,"16.899.000,00",Oeste de Canoas Petróleo e Gás Ltda.
PCH,PCH Armando Ribeiro,LER,Leilão 3/2016,"4,659","3,200",288,"225,880",RN,RIO PIRANHAS/AÇU,PIE,"171.069.730,100",Central Geradora Hidrelétrica Armando Ribeiro S.A.
PCH,PCH Areado,LER,Leilão 3/2016,"18,000","10,920",982,"235,000",MS,RIO INDAIÁ GRANDE,PIE,"606.851.253,600",Atiaia Energia S/A
PCH,PCH Coração,LER,Leilão 3/2016,"4,300","2,260",170,"231,490",SC,RIO BURRO BRANCO,PIE,"103.486.585,940",Brasil Sul Energia S.A
CGH,CGH Santo Tessaro,LER,Leilão 3/2016,"1,000","0,640",55,"229,980",SC,RIO BONITO,PIE,"33.262.559,350",C2LG Geração de Energia Ltda.
PCH,PCH Castanhao,LER,Leilão 3/2016,"9,000","5,030",452,"225,880",CE,RIO JAGUARIBE,PIE,"268.484.437,520",Central Geradora Hidrelétrica Castanhão S.A
PCH,PCH Covó,LER,Leilão 3/2016,"5,000","2,600",234,"232,450",PR,RIO MARRECAS,PIE,"143.036.973,140",Covó Energia S.A.
PCH,PCH Estivadinho 3,LER,Leilão 3/2016,"9,900","6,990",629,"223,250",MT,RIO JAURU,PIE,"369.270.841,740","Consórcio Estivadinho 3: São Benedito Energia, Investimentos e Participações S.A. – 99%; Pan Partners Administração Patrimonial Ltda. – 1%"
PCH,PCH Figueira,LER,Leilão 3/2016,"1,274","0,910",80,"229,900",RO,RIO SALDANHA,PIE,"48.365.074,560",Centrais Elétricas Figueirão Ltda.
CGH,CGH Inga Mirim,LER,Leilão 3/2016,"1,000","0,790",51,"232,500",MG,RIO RIBEIRAO POUSO ALEGRE,PIE,"31.181.430,600",Inga-Mirim Energia S.A
PCH,PCH JUI 117,LER,Leilão 3/2016,"24,419","18,820",1.693,"223,200",MT,RIO JUINA,PIE,"993.697.167,170",PCH Juína S.A.
PCH,PCH Roncador,LER,Leilão 3/2016,"6,000","3,040",273,"226,900",SC,RIO CAPETINGA,PIE,"162.892.109,020",Lombo do Cavalo S/A Geração Elétrica
CGH,CGH Willy Faller,LER,Leilão 3/2016,"1,000","0,730",66,"229,780",SC,RIO LAJEADO DOS PORTÕES,PIE,"39.880.359,450",Mafras Energia e Reflorestamento Ltda.
PCH,PCH Mantovillis,LER,Leilão 3/2016,"5,200","3,580",300,"223,300",MT,RIO MUTUM,PIE,"176.162.263,200","Consórcio Mantovilis: São Benedito Energia, Investimentos e Participações S.A. – 99%; Pan Partners Administração Patrimonial Ltda. – 1%"
PCH,PCH Manuel Alves,LER,Leilão 3/2016,"8,000","5,220",467,"231,490",TO,RIO MANUEL ALVES,PIE,"284.283.739,030",Central Geradora Hidrelétrica Manuel Alves Ltda.
PCH,PCH Barrinha,LER,Leilão 3/2016,"3,300","1,690",152,"222,500",SC,RIO PESQUEIRO,PIE,"88.935.777,600",Mauê S/A – Geradora e Fornecedora de Insumos
PCH,PCH Lambari,LER,Leilão 3/2016,"4,000","1,860",167,"228,000",SC,RIO PESQUEIRO,PIE,"100.127.695,680",Mauê S/A – Geradora e Fornecedora de Insumos
CGH,CGH Médio Garcia,LER,Leilão 3/2016,"1,000","0,640",54,"223,150",SC,RIO GARCIA,PIE,"31.687.906,970",Hidrelétrica Médio Garcia SPE Ltda.
CGH,CGH Palmeiras,LER,Leilão 3/2016,"2,750","1,470",132,"214,000",TO,RIO RIBEIRAO BONITO,PIE,"74.283.200,640",Central Hidrelétrica Palmeiras do Tocantins Ltda.
CGH,CGH Paraíso,LER,Leilão 3/2016,"1,000","0,610",52,"223,150",SC,RIO DAS FLORES,PIE,"30.514.280,780",Hidrelétrica Paraíso SPE Ltda. 
PCH,PCH Ponte Branca,LER,Leilão 3/2016,"10,172","5,810",523,"220,000",SP,RIO PARDO,PIE,"302.570.980,800",PB Produção de Energia Elétrica EIRELI – ME
PCH,PCH Poço Fundo,LER,Leilão 3/2016,"14,000","7,200",648,"234,700",RJ,RIO PRETO,PIE,"399.936.460,610",Poço Fundo Energia S.A
PCH,PCH Ponte Serrada,LER,Leilão 3/2016,"4,100","1,780",157,"232,490",SC,RIO CHAPECOZINHO,PIE,"95.985.765,600",Ponte Serrada Geração de Energia S.A 
CGH,CGH João Franco,LER,Leilão 3/2016,"1,000","0,680",59,"205,000",MG,RIO MACHADO,PIE,"31.805.979,600",Porto Energética Ltda.
PCH,PCH Pulo,LER,Leilão 3/2016,"7,300","4,430",389,"228,500",PR,RIO IAPO,PIE,"233.743.051,320",Hidrelétrica Pulo Ltda.
PCH,PCH Rincão,LER,Leilão 3/2016,"10,000","4,600",404,"228,000",RS,RIO IJUIZINHO,PIE,"242.225.084,160",Rincão Energia S.A.
CGH,CGH Enxadrista,LER,Leilão 3/2016,"1,000","0,620",55,"207,000",PR,RIO DAS PEDRAS,PIE,"29.938.906,800",Energética Rio das Pedras SPE Ltda.
CGH,CGH Santana do Deserto I,LER,Leilão 3/2016,"1,600","1,070",96,"227,900",MG,RIO RIBEIRAO CAGUINCHO,PIE,"57.533.190,910",Central Geradora Hidroelétrica Santana do Deserto Ltda.
CGH,CGH Sirivera,LER,Leilão 3/2016,"1,800","1,370",123,"209,000",TO,RIO RIBEIRAO BONITO,PIE,"67.601.183,760",Central Hidrelétrica Sirivera Ltda.
CGH,CGH Sucuri,LER,Leilão 3/2016,"2,750","1,350",121,"214,000",TO,RIO RIBEIRAO BONITO,PIE,"68.092.933,920",Central Hidrelétrica Sucuri Ltda.
PCH, PCH Tamboril,LER,Leilão 3/2016,"15,800","7,420",668,"232,500",GO,RIO SAO BARTOLOMEU,PIE,"408.415.600,800","Consórcio TRD e COBRAPAR: TRD Participações Ltda.  – 99,99%; Companhia Brasileira de Engenharia, Participações e Negócios – COBRAPAR – 0,01%"
CGH,SANTA LUZIA,A-4,Leilão 04/2017,"1,512","0,910",8,179,ES,RIO CONCORDIA,PIE,"8.078.040,000",Enervix Energias do Espírito Santo Ltda.
PCH,BURITI,A-4,Leilão 04/2017,"10,000","8,590",50,"182,05",MT,RIO BURITI,PIE,"23.022.300,000",Hidrelétrica Focking S.A.
BION,JALLES MACHADO,A-4,Leilão 04/2017,"25,000","8,600",86,"234,92",GO,BAGAÇO DE CANA,PIE,"44.160.000,000",Jalles Machado S.A.
UEE,VILA PARAIBA II,A-4,Leilão 04/2017,"32,000","19,200",177,108,RN,VENTO,PIE,"87.173.010,000","Consórcio Voltália VP II:
Voltalia Energia do Brasil Ltda. – 10%
Voltalia S.A. 90%"
UEE,VILA PARAIBA III,A-4,Leilão 04/2017,"32,000","18,800",179,108,RN,VENTO,PIE,"174.346.010,000","Consórcio Voltália VP III:
Voltalia Energia do Brasil Ltda. – 10%
Voltalia S.A. – 90%"
UES,AGUA VERMELHA IV,A-4,Leilão 04/2017,"15,000","4,000",40,"145,49",SP,SOL,PIE,"174.346.010,000",AES Tietê
UES,AGUA VERMELHA V,A-4,Leilão 04/2017,"30,000","7,900",79,"145,49",SP,SOL,PIE,"243.678.800,000",AES Tietê
UES,AGUA VERMELHA VI,A-4,Leilão 04/2017,"30,000","7,900",79,"146,66",SP,SOL,PIE,"243.678.800,000",AES Tietê
UES,SÃO GONÇALO 1,A-4,Leilão 04/2017,"30,000","10,200",99,"146,67",PI,SOL,PIE,"243.678.800,000","Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%"
UES,SÃO GONÇALO 10,A-5,Leilão 04/2018,"30,000","10,200",99,"145,50",PI,SOL,PIE,"243.678.800,000","Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%"
UES,SÃO GONÇALO 2,A-4,Leilão 04/2017,"30,000","10,200",99,"146,67",PI,SOL,PIE,"243.678.800,000","Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%"
UES,SÃO GONÇALO 21,A-4,Leilão 04/2017,"30,000","10,200",99,"145,99",PI,SOL,PIE,"243.678.800,000","Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%"
UES,SÃO GONÇALO 22,A-4,Leilão 04/2017,"30,000","10,200",99,"145,00",PI,SOL,PIE,"243.678.800,000","Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%"
UES,SÃO GONÇALO 3,A-4,Leilão 04/2017,"30,000","10,200",99,"146,67",PI,SOL,PIE,"243.678.800,000","Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%"
UES,SÃO GONÇALO 4,A-4,Leilão 04/2017,"30,000","10,200",99,"146,67",PI,SOL,PIE,"243.678.800,000","Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%"
UES,SÃO GONÇALO 5,A-4,Leilão 04/2017,"30,000","10,200",99,"146,67",PI,SOL,PIE,"243.678.800,000","Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%"
UES,SOLAR SALGUEIRO,A-4,Leilão 04/2017,"30,000","8,600",86,"143,70",PE,SOL,PIE,"149.000.000,000","Consórcio Solar Salgueiro:
Lira Empreendimentos Ltda. – 0,01%
Canadian Solar Inc. – 99,9%"
UES,SOLAR SALGUEIRO II,A-4,Leilão 04/2017,"30,000","8,800",88,"145,98",PE,SOL,PIE,"149.000.000,000","Consórcio Solar Salgueiro:
Lira Empreendimentos Ltda. – 0,01%
Canadian Solar Inc. – 99,9%"
UES,SOLAR SALGUEIRO III,A-4,Leilão 04/2017,"30,000","8,800",88,"146,66",PE,SOL,PIE,"149.000.000,000","Consórcio Solar Salgueiro:
Lira Empreendimentos Ltda. – 0,01%
Canadian Solar Inc. – 99,9%"
UES,SERTÃO SOLAR BARREIRAS I,A-4,Leilão 04/2017,"28,000","6,800",68,"143,50",BA,SOL,PIE,"154.652.000,000","Consórcio Solar do Sertão:
Steelcons Empreiteira Construção Civil Ltda. – 99,99%
Sertão Brasil Energia Solar EIRELI – 0,01%"
UES,SERTÃO SOLAR BARREIRAS II,A-4,Leilão 04/2017,"28,000","6,800",68,"143,50",BA,SOL,PIE,"154.652.000,000","Consórcio Solar do Sertão:
Steelcons Empreiteira Construção Civil Ltda. – 99,99%
Sertão Brasil Energia Solar EIRELI – 0,01%"
UES,SERTÃO SOLAR BARREIRAS III,A-4,Leilão 04/2017,"28,000","6,800",68,"146,90",BA,SOL,PIE,"154.652.000,000","Consórcio Solar do Sertão:
Steelcons Empreiteira Construção Civil Ltda. – 99,99%
Sertão Brasil Energia Solar EIRELI – 0,01%"
UES,SERTÃO SOLAR BARREIRAS IV,A-4,Leilão 04/2017,"28,000","6,800",68,"146,90",BA,SOL,PIE,"154.652.000,000","Consórcio Solar do Sertão:
Steelcons Empreiteira Construção Civil Ltda. – 99,99%
Sertão Brasil Energia Solar EIRELI – 0,01%"
UES,BRIGIDA,A-4,Leilão 04/2017,"27,000","8,900",89,"144,90",PE,SOL,PIE,"190.470.790,000","Consórcio Solatio Sindustrial Brígida:
Sindustrial Engenharia Ltda. – 99,99%
Tropical Serviços Administrativos Ltda. – 0,01%"
UES,BRIGIDA 2,A-4,Leilão 04/2017,"30,000","8,900",89,"143,60",PE,SOL,PIE,"212.700.770,000","Consórcio Solatio Sindustrial Brígida 2:
Sindustrial Engenharia Ltda. -99,99%
Cajazeiros Serviços Administrativos Ltda – 0, 01%"
PCH,PERDIDOS,A-6,Leilão 05/2017,"28,000","16,420",164,"218,88",MT ,RIO CLARO ,PIE,"191.412.330,000",EECO Jacutinga Empreendimentos Energéticos do Centro Oeste S.A.
PCH,FORQUILHA IV,A-6,Leilão 05/2017,"13,000","5,640",50,"218,29",RS ,RIO FORQUILHA OU IVANHANDAVA ,PIE,"73.913.000,000",Central Geradora Hidrelétrica Forquilha Ltda.
PCH,TUPITINGA,A-6,Leilão 05/2017,"24,000","10,470",97,"218,47",SC ,RIO SANTA CRUZ ,PIE,"56.925.450,000",Companhia RPEE Energia
PCH,SAO CARLOS,A-6,Leilão 05/2017,"14,525","7,730",45,"218,19",SC ,RIO DO PEIXE ,PIE,"76.252.120,000",São Carlos Energia Ltda.
PCH,FOZ DO ESTRELA,A-6,Leilão 05/2017,"29,500","17,570",175,"220,74",PR ,RIO IRATIM ,PIE,"289.917.000,000",São Luiz Energética
PCH,VERDE 08,A-6,Leilão 05/2017,"30,000","18,700",182,"218,89",GO ,RIO VERDE ,PIE,"0,000",Verde 08 Energia S.A.
UTE,BIOENERGETICA AROEIRA 2,A-6,Leilão 05/2017,"27,000","13,400",115,"215,02",MG ,BAGAÇO DE CANA ,PIE,"80.870.000,000",Bioenergética Aroeira S.A.
UTE,CAMBARA,A-6,Leilão 05/2017,"50,000","46,100",451,"218,43",RS ,"CAVACO 
RESÍDUO DE MADEIRA ",PIE,"180.060.000,000",Consórcio Cambará: Omega Engenharia Ltda e Urbana Participações Imobiliárias Ltda
UTE,COLORADO,A-6,Leilão 05/2017,"3,955","2,900",10,"216,00",SP ,BAGAÇO DE CANA ,PIE,"17.756.000,000",Açúcar e Álcool Oswaldo Ribeiro de Mendonça Ltda.
UTE,PITANGUEIRAS,A-6,Leilão 05/2017,"25,000","14,700",147,"215,42",SP ,BAGAÇO DE CANA ,PIE,"70.000.000,000",Pitangueiras Acúcar e Álcool S.A.
UTE,PLANALTO BIOENERGIA,A-6,Leilão 05/2017,"50,000","24,600",206,"216,10",SP ,BAGAÇO DE CANA ,PIE,"131.340.000,000",Planalto Bioenergia Ltda.
UTE,VALE DO PONTAL 2,A-6,Leilão 05/2017,"21,100","10,800",97,"215,25",MG ,BAGAÇO DE CANA ,PIE,"51.350.000,000",Vale do Pontal Açúcar e Álcool Ltda.
UTE,VALE AZUL II,A-6,Leilão 05/2017,"466,313","420,900",4.209,"211,90",RJ,GÁS NATURAL,PIE,"1.226.000.000,000","Consórcio Marlim Azul:
Mitsubishi Hitachi Power Systems Americas, INC – 99,98% 
MH Power Systems América Latina Representações Ltda. – 0,01%
Vale Azul Energia Ltda. – 0,01%"
UTE,GNA PORTO DO ACU III,A-6,Leilão 05/2017,"1.672,599","1.547,400",14.500,"213,91",RJ,GÁS NATURAL,PIE,"3.432.000.000,000",UTE GNA II Geração de Energia Ltda.
EOL,AVENTURA II,A-6,Leilão 05/2017,"21,000","13,000",117,"97,00",RN,VENTO,PIE,"123.588.460,000",Central Eólica Aventura II S.A.
EOL,AVENTURA III,A-6,Leilão 05/2017,"22,575","14,300",128,"97,00",RN,VENTO,PIE,"134.704.750,000",Central Eólica Aventura II S.A.
EOL,AVENTURA IV,A-6,Leilão 05/2017,"26,250","15,600",141,"97,00",RN,VENTO,PIE,"153.847.000,000","Consórcio Aventura IV: EDP Renováveis Brasil S.A. – 99,99%,  Casa dos Ventos Energias Renováveis S.A. – 0,01"
EOL,AVENTURA V,A-6,Leilão 05/2017,"27,300","16,600",150,"97,00",RN,VENTO,PIE,"158.875.000,000","Consórcio Aventura V:  EDP Renováveis Brasil S.A. – 99,99%,  Casa dos Ventos Energias Renováveis S.A. – 0,01%"
EOL,OURO BRANCO 1,A-6,Leilão 05/2017,"30,000","13,900",132,"99,00",PE,VENTO,PIE,"0,000","Consórcio Quatro Ventos e Ouro Branco: Eólica Tecnologia Ltda., Eólica Energia Ltda. e European Energy AS"
EOL,OURO BRANCO 2,A-6,Leilão 05/2017,"30,000","14,700",139,"100,00",PE,VENTO,PIE,"0,000","Consórcio Quatro Ventos e Ouro Branco: Eólica Tecnologia Ltda., Eólica Energia Ltda. e European Energy AS"
EOL,QUATRO VENTOS,A-6,Leilão 05/2017,"22,000","9,400",89,"100,00",PE,VENTO,PIE,"0,000","Consórcio Quatro Ventos e Ouro Branco: Eólica Tecnologia Ltda., Eólica Energia Ltda. e European Energy AS"
EOL,SANTA ROSA E MUNDO NOVO I,A-6,Leilão 05/2017,"31,500","18,400",165,"99,00",RN,VENTO,PIE,"190.003.770,000",EDP Renováveis Brasil S.A.
EOL,SANTA ROSA E MUNDO NOVO II,A-6,Leilão 05/2017,"31,500","18,800",170,"99,00",RN,VENTO,PIE,"190.003.770,000",EDP Renováveis Brasil S.A.
EOL,SANTA ROSA E MUNDO NOVO III,A-6,Leilão 05/2017,"31,500","20,000",180,"99,00",RN,VENTO,PIE,"190.003.770,000",EDP Renováveis Brasil S.A.
EOL,SANTA ROSA E MUNDO NOVO IV,A-6,Leilão 05/2017,"12,600","8,300",75,"99,00",RN,VENTO,PIE,"76.001.500,000",EDP Renováveis Brasil S.A.
EOL,SANTA ROSA E MUNDO NOVO V,A-6,Leilão 05/2017,"14,700","9,000",81,"99,00",RN,VENTO,PIE,"88.668.420,000",EDP Renováveis Brasil S.A.
EOL,VENTOS DE SANTA ANGELA 01,A-6,Leilão 05/2017,"30,000","16,800",156,"100,00",PI,VENTO,PIE,"165.000.000,000","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,01"
EOL,VENTOS DE SANTA ANGELA 02,A-6,Leilão 05/2017,"30,000","17,500",164,"99,20",PI,VENTO,PIE,"165.000.000,000","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,02"
EOL,VENTOS DE SANTA ANGELA 03,A-6,Leilão 05/2017,"30,000","16,900",160,"99,00",PI,VENTO,PIE,"165.000.000,000","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,03"
EOL,VENTOS DE SANTA ANGELA 04,A-6,Leilão 05/2017,"30,000","16,400",154,"97,50",PI,VENTO,PIE,"165.000.000,000","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,04"
EOL,VENTOS DE SANTA ANGELA 05,A-6,Leilão 05/2017,"30,000","16,300",163,"97,21",PI,VENTO,PIE,"165.000.000,000","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,05"
EOL,VENTOS DE SANTA ANGELA 06,A-6,Leilão 05/2017,"30,000","17,500",162,"100,00",PI,VENTO,PIE,"165.000.000,000","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,06"
EOL,VENTOS DE SANTA ANGELA 07,A-6,Leilão 05/2017,"30,000","17,700",120,"97,03",PI,VENTO,PIE,"165.000.000,000","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,07"
EOL,VENTOS DE SANTA ANGELA 08,A-6,Leilão 05/2017,"30,000","17,300",149,"97,21",PI,VENTO,PIE,"165.000.000,000","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,08"
EOL,VENTOS DE SANTA ANGELA 09,A-6,Leilão 05/2017,"30,000","16,600",145,"97,21",PI,VENTO,PIE,"165.000.000,000","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,09"
EOL,VENTOS DE SANTA ANGELA 10,A-6,Leilão 05/2017,"30,000","16,000",140,"97,21",PI,VENTO,PIE,"165.000.000,000","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,10"
EOL,VENTOS DE SANTA ANGELA 11,A-6,Leilão 05/2017,"30,000","15,400",133,"97,03",PI,VENTO,PIE,"165.000.000,000","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,11"
EOL,VENTOS DE SANTA ANGELA 14,A-6,Leilão 05/2017,"30,000","16,100",138,"99,00",PI,VENTO,PIE,"165.000.000,000","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,12"
EOL,VENTOS DE SANTA ANGELA 15,A-6,Leilão 05/2017,"30,000","16,000",152,"100,00",PI,VENTO,PIE,"165.000.000,000","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,13"
EOL,VENTOS DE SANTA ANGELA 17,A-6,Leilão 05/2017,"30,000","17,000",153,"97,20",PI,VENTO,PIE,"165.000.000,000","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,14"
